mappings_evaluated,kpn,tgff.file,representation,tgff.directory,kpn.name,trace,time_representation,mapper.record_statistics,time_simulating,representation_init_time,processes_in_task,mapper.random_seed,platform,mappings_cached,mapper,best_mapping_time,log_level
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,7,mppa_coolidge,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,3,mppa_coolidge,,random_walk,,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,8,multi_cluster,,random_walk,,ERROR
142,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.04487963597784983,True,0.17825332100255764,0.00040142424404621124,6,5,multi_cluster,128,genetic,90.039755,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,7,haec,,tabu_search,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,10,multi_cluster,,tabu_search,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,6,designer_odroid,,simulated_annealing,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,10,multi_cluster,,random_walk,,ERROR
474,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.09500088201093604,True,0.8668142969781911,4.7111883759498596e-05,9,4,multi_cluster,13,tabu_search,150.004001,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,5,haec,,simulated_annealing,,ERROR
111,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.09440699201149982,True,0.0853264209763438,8.308328688144684e-05,2,5,haec,340,tabu_search,0.099883333,ERROR
342,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.05953548800061981,True,0.4074221019891411,4.75030392408371e-05,6,4,designer_odroid,30,tabu_search,0.004251,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,2,haec,,genetic,,ERROR
36,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.0284806860217941,True,0.028868231996966642,0.00041836686432361603,4,3,multi_cluster,233,genetic,60.002001,ERROR
3,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,0.26655678899987834,True,0.0028160510009911377,0.18887745961546898,2,2,mppa_coolidge,488,tabu_search,400.00105,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,1,mppa_coolidge,,tabu_search,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,3,designer_odroid,,tabu_search,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,7,haec,,tabu_search,,ERROR
9,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,0.0009242599990102462,True,0.0032664179925632197,4.6020373702049255e-05,2,8,multi_cluster,4,simulated_annealing,20.0010005,ERROR
104,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,0.1510234180095722,True,0.1017729339946527,0.18424871936440468,3,3,haec,292,tabu_search,0.888266683,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,7,haec,,simulated_annealing,,ERROR
7,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.04498190300364513,True,0.001060738999512978,4.770234227180481e-05,1,10,multi_cluster,1961,tabu_search,0.0005065,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,2,multi_cluster,,tabu_search,,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,4,designer_odroid,,simulated_annealing,,ERROR
3,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,0.0006654299941146746,True,0.0011864970001624897,0.00040987133979797363,2,4,multi_cluster,5,simulated_annealing,20.0010005,ERROR
38,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.4349663579996559,True,0.0618345330003649,0.18885714001953602,5,3,mppa_coolidge,275,tabu_search,1203.480383833,ERROR
2,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,0.0033243240068259183,True,0.001168423994386103,0.005243942141532898,3,10,designer_odroid,20,simulated_annealing,0.031990306,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,1,mppa_coolidge,,tabu_search,,ERROR
6,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.0050935850049427245,True,0.0022920800038264133,0.005214827135205269,2,7,designer_odroid,35,simulated_annealing,0.0012505,ERROR
97,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.7754938960042637,True,0.24927808200300205,0.19086934439837933,9,6,mppa_coolidge,264,tabu_search,1910.102561999,ERROR
69,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.05935450100150774,True,0.055142602997875656,0.004966018721461296,4,1,designer_odroid,339,tabu_search,0.002751,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,4,designer_odroid,,tabu_search,,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,5,multi_cluster,,simulated_annealing,,ERROR
59,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.018148012011806713,True,0.021838968987140106,5.109049379825592e-05,2,7,designer_odroid,207,genetic,0.0012505,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,3,designer_odroid,,simulated_annealing,,ERROR
300,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.17903580799975316,True,0.440734107,0.18466036021709442,4,9,haec,0,random_walk,1.038099999,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,10,multi_cluster,,genetic,,ERROR
273,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,0.17210441000497667,True,0.32052768198627746,0.00010630674660205841,3,2,mppa_coolidge,84,tabu_search,403.354933333,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,9,designer_odroid,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,9,multi_cluster,,tabu_search,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,10,mppa_coolidge,,genetic,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,3,mppa_coolidge,,random_walk,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,8,multi_cluster,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,1,designer_odroid,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,8,haec,,genetic,,ERROR
6,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.01573540598656109,True,0.00333436699838785,0.18697534687817097,1,5,haec,256,genetic,0.0065,ERROR
157,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.03836546400998486,True,0.13770269002998248,4.9350783228874207e-05,4,2,designer_odroid,104,genetic,0.002876,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,3,multi_cluster,,tabu_search,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,9,designer_odroid,,tabu_search,,ERROR
115,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.5300105190326576,True,0.2154154800082324,0.19053119979798794,6,9,mppa_coolidge,153,genetic,13.342088332,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,4,designer_odroid,,tabu_search,,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,6,designer_odroid,,random_walk,,ERROR
17,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.3688799699957599,True,0.024526470000637346,0.1926292274147272,4,2,mppa_coolidge,355,tabu_search,803.339983333,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,3,designer_odroid,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,9,multi_cluster,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,1,mppa_coolidge,,random_walk,,ERROR
300,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.024706225001864368,True,0.2760986409999998,0.0005643721669912338,4,1,multi_cluster,0,random_walk,4020.0020525,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,1,multi_cluster,,random_walk,,ERROR
300,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.04225997500179801,True,0.38111600299999965,6.616488099098206e-05,5,10,designer_odroid,0,random_walk,0.213673734,ERROR
352,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.23954351900283655,True,0.49585119200673944,9.973905980587006e-05,4,9,mppa_coolidge,38,tabu_search,1200.002102,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,10,mppa_coolidge,,tabu_search,,ERROR
300,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,0.01362120400153799,True,0.13177669899999986,0.0004698988050222397,2,6,multi_cluster,0,random_walk,2000.01655,ERROR
67,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.0642309540307906,True,0.025600987009966047,4.896335303783417e-05,2,10,designer_odroid,988,tabu_search,0.0012505,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,10,mppa_coolidge,,random_walk,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,3,mppa_coolidge,,genetic,,ERROR
26,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.004064684999320889,True,0.020307352002419066,0.0004114322364330292,4,2,multi_cluster,7,simulated_annealing,60.0381,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,8,mppa_coolidge,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,5,multi_cluster,,tabu_search,,ERROR
300,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.260537536999891,True,0.598407556,0.000744381919503212,5,7,mppa_coolidge,0,random_walk,422.086271333,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,6,mppa_coolidge,,tabu_search,,ERROR
117,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.031137499994656537,True,0.0895924800006469,4.618428647518158e-05,4,3,multi_cluster,249,tabu_search,60.00705,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,3,multi_cluster,,simulated_annealing,,ERROR
37,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.35076680299789587,True,0.05288510099853738,0.18894021026790142,4,4,mppa_coolidge,307,tabu_search,803.340263333,ERROR
300,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.05545706799966865,True,0.44302112400000043,0.005359884351491928,6,10,designer_odroid,0,random_walk,0.007733968,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,4,multi_cluster,,random_walk,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,8,designer_odroid,,simulated_annealing,,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,2,multi_cluster,,genetic,,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,9,multi_cluster,,tabu_search,,ERROR
154,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.06615568299639563,True,0.18210945399550837,0.004984842613339424,6,7,designer_odroid,177,tabu_search,0.00596902,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,6,haec,,simulated_annealing,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,2,haec,,random_walk,,ERROR
50,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,0.04922780700508156,True,0.019150117008393863,5.054473876953125e-05,2,2,designer_odroid,756,tabu_search,0.0012505,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,9,haec,,simulated_annealing,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,,True,,,,10,mppa_coolidge,,simulated_annealing,,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,5,haec,,simulated_annealing,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,4,designer_odroid,,random_walk,,ERROR
36,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.5073055699758697,True,0.06777465600316646,0.18876636773347855,6,9,mppa_coolidge,286,tabu_search,1400.00155,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,1,mppa_coolidge,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,2,designer_odroid,,tabu_search,,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,1,designer_odroid,,simulated_annealing,,ERROR
219,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.2928597619793436,True,0.35409320399776334,0.18810130469501019,6,4,haec,40,genetic,0.194994299,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,,True,,,,7,haec,,tabu_search,,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,4,mppa_coolidge,,tabu_search,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,7,mppa_coolidge,,genetic,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,5,multi_cluster,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,4,multi_cluster,,random_walk,,ERROR
65,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.1381611319975491,True,0.07924777900370827,0.1892116256058216,4,9,haec,188,simulated_annealing,1.757049999,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,8,designer_odroid,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,10,designer_odroid,,simulated_annealing,,ERROR
300,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,0.12470270400081063,True,0.36940019800000073,0.18798020295798779,3,3,haec,0,random_walk,0.988266683,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,6,multi_cluster,,genetic,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,3,designer_odroid,,genetic,,ERROR
6,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.37295743299182504,True,0.008034002998101641,0.18952281214296818,4,2,mppa_coolidge,337,simulated_annealing,803.356283333,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,1,multi_cluster,,tabu_search,,ERROR
150,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.03486807303124806,True,0.11940285699165543,4.969164729118347e-05,4,10,designer_odroid,108,genetic,0.002823,ERROR
125,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.06009205199734424,True,0.12483615199926135,0.004916112869977951,5,4,designer_odroid,213,tabu_search,0.003501,ERROR
143,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.032649615981426905,True,0.14213624700641958,4.534795880317688e-05,5,10,multi_cluster,124,genetic,80.002501,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,4,multi_cluster,,simulated_annealing,,ERROR
135,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,0.07649558899720432,True,0.12714466299439664,9.850412607192993e-05,2,2,mppa_coolidge,128,genetic,3.334383333,ERROR
177,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.05690549799146538,True,0.3310157989853906,4.7674402594566345e-05,9,7,multi_cluster,84,genetic,150.004001,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,7,mppa_coolidge,,genetic,,ERROR
99,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,0.45597573701525107,True,0.18333231599171995,0.19086428545415401,6,3,mppa_coolidge,161,genetic,906.699872166,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,7,haec,,tabu_search,,ERROR
38,tgff_reader,telecom-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.005284140996081987,True,0.021531664991925936,6.877072155475616e-05,3,8,designer_odroid,3,simulated_annealing,0.003097449,ERROR
,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,10,mppa_coolidge,,random_walk,,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,9,designer_odroid,,genetic,,ERROR
317,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.5105361950008955,True,0.6281961340100679,0.18726149760186672,7,8,haec,4,tabu_search,4.217599998,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,3,designer_odroid,,random_walk,,ERROR
8,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.07705190295746434,True,0.004252005001035286,0.18804479762911797,1,4,haec,1584,tabu_search,0.0065,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,1,multi_cluster,,random_walk,,ERROR
406,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,8.23489182605681,True,0.721348831000796,0.1927236821502447,6,5,mppa_coolidge,6278,simulated_annealing,413.336451332,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,10,designer_odroid,,genetic,,ERROR
276,tgff_reader,networking-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,0.04045405000579194,True,0.2157890989583393,8.379295468330383e-05,4,1,designer_odroid,105,tabu_search,0.0555,ERROR
,tgff_reader,consumer-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,7,haec,,random_walk,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_3,tgff_reader,,True,,,,4,mppa_coolidge,,random_walk,,ERROR
,tgff_reader,office-automation-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,3,mppa_coolidge,,random_walk,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_7,tgff_reader,,True,,,,5,designer_odroid,,tabu_search,,ERROR
117,tgff_reader,office-automation-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_0,tgff_reader,0.04966881696600467,True,0.11946249498942052,0.000405704602599144,5,8,multi_cluster,290,tabu_search,80.1776,ERROR
,tgff_reader,consumer-mocsyn.tgff,SimpleVector,../../../tgff/e3s-0.9,TASK_GRAPH_2,tgff_reader,,True,,,,7,mppa_coolidge,,random_walk,,ERROR
93,tgff_reader,telecom-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_1,tgff_reader,0.02007405700351228,True,0.11515844001041842,0.00035064294934272766,6,2,multi_cluster,23,simulated_annealing,90.039755,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_5,tgff_reader,,True,,,,2,multi_cluster,,tabu_search,,ERROR
,tgff_reader,auto-indust-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_8,tgff_reader,,True,,,,9,designer_odroid,,tabu_search,,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_6,tgff_reader,,True,,,,9,designer_odroid,,random_walk,,ERROR
,tgff_reader,networking-mocsyn.tgff,Symmetries,../../../tgff/e3s-0.9,TASK_GRAPH_4,tgff_reader,,True,,,,3,multi_cluster,,genetic,,ERROR
