random_seed,platform.processor_1.type,trace,representation,platform.processor_0.type,threshold,log_level,mapping,design_centering.perturbation.perturbation_type,platform.name,platform,kpn,type,passed
5,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[31, 62, 63, 12, 18, 12, 41, 30]",representation,exynos,mppa_coolidge,audio_filter,rand,60.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[80, 14, 0, 57, 82, 82, 6, 53]",representation,exynos,mppa_coolidge,audio_filter,center,20.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[44, 45, 19, 23, 17, 6, 26, 73]",representation,exynos,mppa_coolidge,audio_filter,rand,40.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[11, 0, 25, 61, 3, 14, 13, 62]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[74, 0, 44, 41, 8, 22, 68, 55]",representation,exynos,mppa_coolidge,audio_filter,rand,30.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[1, 37, 46, 40, 76, 52, 45, 51]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[0, 74, 79, 52, 10, 40, 30, 33]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[44, 68, 28, 11, 57, 49, 13, 79]",representation,exynos,mppa_coolidge,audio_filter,rand,30.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[51, 70, 64, 49, 6, 22, 53, 48]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[53, 42, 40, 63, 21, 27, 45, 68]",representation,exynos,mppa_coolidge,audio_filter,rand,10.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[61, 53, 17, 36, 60, 37, 84, 28]",representation,exynos,mppa_coolidge,audio_filter,rand,10.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[24, 1, 58, 30, 45, 30, 43, 23]",representation,exynos,mppa_coolidge,audio_filter,rand,30.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[81, 54, 67, 0, 34, 19, 26, 17]",classic,exynos,mppa_coolidge,audio_filter,center,50.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[56, 64, 18, 2, 64, 47, 27, 43]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[55, 19, 34, 49, 0, 12, 54, 36]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[19, 83, 17, 52, 19, 39, 62, 56]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[37, 83, 42, 57, 15, 32, 16, 4]",classic,exynos,mppa_coolidge,audio_filter,rand,100.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[65, 25, 18, 26, 40, 38, 32, 20]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[65, 37, 13, 69, 6, 40, 0, 40]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[5, 49, 9, 24, 46, 35, 38, 57]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[39, 59, 60, 59, 14, 50, 40, 0]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[20, 80, 54, 25, 75, 48, 20, 19]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
1,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[0, 80, 30, 35, 57, 18, 26, 31]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[25, 44, 37, 22, 48, 37, 0, 25]",representation,exynos,mppa_coolidge,audio_filter,center,20.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[76, 4, 33, 32, 30, 76, 55, 75]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[75, 29, 18, 5, 16, 64, 68, 56]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[10, 13, 75, 8, 29, 20, 56, 1]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[24, 29, 45, 8, 1, 67, 23, 54]",representation,exynos,mppa_coolidge,audio_filter,rand,40.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[6, 12, 82, 47, 65, 33, 16, 27]",representation,exynos,mppa_coolidge,audio_filter,rand,10.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[9, 8, 17, 19, 15, 64, 67, 37]",representation,exynos,mppa_coolidge,audio_filter,rand,10.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[24, 67, 17, 62, 80, 75, 44, 36]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[52, 44, 50, 5, 26, 16, 60, 25]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[62, 41, 57, 21, 7, 8, 18, 61]",representation,exynos,mppa_coolidge,audio_filter,rand,40.0
5,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[16, 59, 44, 13, 11, 74, 49, 52]",representation,exynos,mppa_coolidge,audio_filter,rand,10.0
3,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[24, 3, 57, 72, 1, 19, 19, 76]",classic,exynos,mppa_coolidge,audio_filter,center,80.0
3,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[6, 28, 74, 77, 29, 24, 79, 10]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
3,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[21, 62, 21, 2, 14, 40, 6, 20]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
3,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[68, 51, 83, 58, 2, 46, 67, 63]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
3,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[46, 42, 9, 10, 2, 43, 25, 11]",classic,exynos,mppa_coolidge,audio_filter,rand,100.0
3,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[79, 62, 15, 34, 35, 80, 11, 24]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
3,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[42, 39, 43, 37, 84, 14, 42, 6]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
3,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[37, 67, 52, 3, 70, 13, 22, 25]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
3,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[5, 57, 34, 63, 45, 34, 72, 49]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
3,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[65, 15, 37, 18, 22, 53, 58, 68]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
3,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[64, 84, 5, 30, 2, 6, 82, 44]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[81, 61, 27, 71, 77, 76, 82, 21]",representation,exynos,mppa_coolidge,audio_filter,center,90.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[8, 61, 53, 26, 51, 55, 53, 11]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[49, 50, 4, 43, 12, 24, 45, 16]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[12, 15, 46, 68, 50, 42, 37, 79]",representation,exynos,mppa_coolidge,audio_filter,rand,60.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[26, 8, 13, 11, 26, 52, 3, 35]",representation,exynos,mppa_coolidge,audio_filter,rand,60.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[25, 84, 28, 64, 9, 17, 36, 36]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[33, 63, 15, 65, 63, 58, 51, 35]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[18, 32, 21, 41, 44, 81, 18, 43]",representation,exynos,mppa_coolidge,audio_filter,rand,60.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[36, 36, 36, 15, 38, 69, 2, 18]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[64, 7, 67, 68, 50, 71, 56, 36]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
7,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[34, 81, 1, 44, 78, 46, 76, 44]",representation,exynos,mppa_coolidge,audio_filter,rand,60.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[61, 48, 19, 65, 73, 65, 71, 70]",classic,exynos,mppa_coolidge,audio_filter,center,50.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[55, 45, 48, 47, 20, 49, 76, 82]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[63, 79, 64, 12, 52, 50, 35, 45]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[15, 69, 47, 56, 0, 8, 7, 72]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[42, 19, 7, 21, 36, 40, 13, 18]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[38, 34, 50, 51, 71, 42, 48, 29]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[75, 26, 49, 1, 36, 73, 22, 7]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[47, 51, 70, 48, 32, 17, 63, 34]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[63, 17, 34, 46, 54, 51, 48, 8]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[41, 28, 2, 84, 30, 0, 1, 43]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
9,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,8305ms,ERROR,"[34, 47, 69, 26, 12, 78, 45, 84]",classic,exynos,mppa_coolidge,audio_filter,rand,90.0
2,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[61, 68, 25, 10, 13, 28, 0, 38]",representation,exynos,mppa_coolidge,audio_filter,center,20.0
2,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[69, 15, 30, 74, 52, 81, 43, 8]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
2,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[9, 25, 5, 42, 50, 36, 66, 38]",representation,exynos,mppa_coolidge,audio_filter,rand,30.0
2,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[83, 1, 15, 71, 43, 83, 47, 35]",representation,exynos,mppa_coolidge,audio_filter,rand,10.0
2,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[77, 48, 67, 14, 56, 82, 46, 30]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
2,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[26, 55, 4, 19, 15, 6, 49, 62]",representation,exynos,mppa_coolidge,audio_filter,rand,40.0
2,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[73, 43, 55, 38, 4, 75, 20, 23]",representation,exynos,mppa_coolidge,audio_filter,rand,10.0
2,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[8, 42, 54, 33, 45, 23, 32, 62]",representation,exynos,mppa_coolidge,audio_filter,rand,30.0
2,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[79, 84, 3, 3, 20, 29, 63, 65]",representation,exynos,mppa_coolidge,audio_filter,rand,10.0
2,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[37, 48, 17, 49, 72, 65, 18, 31]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
2,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,5930ms,ERROR,"[2, 25, 11, 67, 58, 82, 46, 68]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[33, 0, 61, 58, 75, 55, 62, 12]",representation,exynos,mppa_coolidge,audio_filter,center,40.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[52, 84, 7, 65, 19, 20, 58, 71]",representation,exynos,mppa_coolidge,audio_filter,rand,90.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[2, 0, 30, 16, 74, 83, 59, 10]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[61, 70, 24, 26, 69, 10, 4, 1]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[53, 47, 13, 74, 61, 0, 71, 35]",representation,exynos,mppa_coolidge,audio_filter,rand,90.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[52, 39, 82, 49, 54, 74, 77, 57]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[72, 34, 34, 2, 51, 58, 76, 25]",representation,exynos,mppa_coolidge,audio_filter,rand,30.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[67, 83, 53, 82, 39, 59, 68, 35]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[73, 0, 56, 56, 33, 22, 40, 52]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[29, 15, 48, 11, 5, 61, 57, 8]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[46, 32, 82, 47, 69, 26, 20, 13]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[39, 13, 73, 21, 43, 80, 74, 5]",representation,exynos,mppa_coolidge,audio_filter,center,100.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[32, 47, 24, 22, 78, 56, 41, 18]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[11, 45, 48, 1, 13, 76, 36, 45]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[51, 63, 34, 28, 65, 3, 16, 6]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[52, 64, 57, 50, 57, 1, 44, 51]",representation,exynos,mppa_coolidge,audio_filter,rand,20.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[71, 43, 64, 47, 25, 16, 13, 8]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[48, 40, 43, 71, 54, 34, 62, 80]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[80, 25, 60, 81, 18, 59, 20, 74]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[33, 58, 67, 60, 16, 24, 24, 27]",representation,exynos,mppa_coolidge,audio_filter,rand,30.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[1, 56, 40, 60, 68, 74, 19, 26]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
2,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,5930ms,ERROR,"[25, 71, 78, 31, 52, 50, 58, 72]",representation,exynos,mppa_coolidge,audio_filter,rand,70.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[65, 82, 3, 9, 80, 64, 49, 58]",representation,exynos,mppa_coolidge,audio_filter,center,70.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[67, 36, 77, 70, 31, 80, 23, 20]",representation,exynos,mppa_coolidge,audio_filter,rand,50.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[44, 47, 67, 13, 5, 62, 57, 48]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[55, 17, 70, 12, 78, 43, 30, 40]",representation,exynos,mppa_coolidge,audio_filter,rand,100.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[49, 42, 36, 39, 56, 13, 79, 63]",representation,exynos,mppa_coolidge,audio_filter,rand,30.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[41, 78, 2, 18, 67, 76, 17, 67]",representation,exynos,mppa_coolidge,audio_filter,rand,60.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[42, 80, 40, 59, 20, 7, 66, 80]",representation,exynos,mppa_coolidge,audio_filter,rand,60.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[12, 30, 31, 30, 64, 80, 24, 64]",representation,exynos,mppa_coolidge,audio_filter,rand,0.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[40, 76, 39, 43, 49, 1, 61, 76]",representation,exynos,mppa_coolidge,audio_filter,rand,80.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[29, 64, 68, 1, 0, 59, 67, 58]",representation,exynos,mppa_coolidge,audio_filter,rand,90.0
8,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,7909ms,ERROR,"[9, 66, 56, 46, 77, 64, 53, 60]",representation,exynos,mppa_coolidge,audio_filter,rand,30.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[13, 28, 52, 49, 28, 7, 18, 65]",classic,exynos,mppa_coolidge,audio_filter,center,60.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[10, 40, 74, 30, 52, 82, 1, 60]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[16, 47, 76, 83, 46, 63, 3, 59]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[76, 22, 0, 68, 41, 73, 41, 20]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[10, 79, 65, 22, 84, 82, 79, 68]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[57, 49, 68, 13, 11, 12, 55, 28]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[40, 57, 78, 82, 29, 24, 58, 9]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[45, 42, 64, 35, 24, 56, 0, 13]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[70, 53, 49, 7, 22, 75, 80, 82]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[22, 34, 54, 68, 15, 53, 40, 52]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
8,ARM_CORTEX_A15,slx_default,MetricSpaceEmbedding,ARM_CORTEX_A7,7909ms,ERROR,"[45, 61, 53, 39, 78, 17, 36, 27]",classic,exynos,mppa_coolidge,audio_filter,rand,80.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[55, 56, 22, 67, 22, 51, 60, 41]",classic,exynos,mppa_coolidge,audio_filter,center,90.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[61, 70, 24, 26, 69, 10, 4, 1]",classic,exynos,mppa_coolidge,audio_filter,rand,70.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[29, 15, 48, 11, 5, 61, 57, 8]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[53, 47, 13, 74, 61, 0, 71, 35]",classic,exynos,mppa_coolidge,audio_filter,rand,40.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[73, 0, 56, 56, 33, 22, 40, 52]",classic,exynos,mppa_coolidge,audio_filter,rand,50.0
9,ARM_CORTEX_A15,slx_default,SimpleVector,ARM_CORTEX_A7,8305ms,ERROR,"[72, 34, 34, 2, 51, 58, 76, 25]",classic,exynos,mppa_coolidge,audio_filter,rand,60.0
